GEOID,MEDRENT,MVALOO,PCTKID,PCTOLD,AVGPERHH,PCTFRMPOP,FEMLBR,PCTFHH,PCTPOV,PCTRENT,PCTMOBL,HOUDEN,PCTNOHS,PCTCVLBF,PCTVOTE,LGINREV,GENEXPPC,EXPED,INFMTR,CHILLD,DISNWR,LBWB,HUWNF,HUWNP,MD
48295,366,39700,0.06248,0.18417,2.5,0.07622,0.4274,0.08392,0.16454,0.17326,0.09669,1.65324,78.1,1,0.41086,4131,3913,6595,115.2,88.32188,441.60942,13.08472,6.54236,29.44063,0
41009,581,150700,0.06394,0.11623,2.65,0.0278,0.43419,0.11808,0.08976,0.22229,0.16259,26.75722,88.3,0.99813,0.5686,2789,2851,69459,37.2,64.27916,513.77411,5.73921,9.18274,10.56015,0.22957
45041,452,85200,0.06533,0.11798,2.59,0.01025,0.49656,0.25188,0.15953,0.24562,0.22847,64.80796,80.6,0.99815,0.46416,2122,2199,166915,117.4,81.10623,761.12626,17.25495,10.17804,7.71304,0.55661
38061,337,39700,0.065,0.17705,2.53,0.1582,0.47222,0.17171,0.18745,0.2039,0.15445,1.88494,85.2,0.99966,0.44307,3699,3670,11455,193.4,91.99216,410.19454,9.04841,18.09682,19.60489,0
49053,594,139800,0.09108,0.16981,2.97,0.00324,0.44096,0.10184,0.11054,0.21413,0.10872,15.03243,90.5,0.99923,0.54817,2279,2113,110148,53.2,52.1283,338.00385,10.73555,5.86582,5.53379,0.66406
30003,356,61400,0.09313,0.08594,3.17,0.04506,0.49273,0.2275,0.28664,0.29839,0.19635,0.93197,82.4,0.99724,0.41189,2842,2663,25212,72.8,55.24426,617.94649,13.41646,4.73522,51.29824,0
42047,418,78000,0.05719,0.17296,2.45,0.00504,0.44553,0.12628,0.06926,0.16048,0.09037,21.86086,89,1,0.40644,2305,2492,35576,58.4,83.16245,375.37024,7.12007,6.83527,18.79699,1.42402
31165,413,42600,0.05356,0.16203,2.44,0.43729,0.41522,0.06982,0.1539,0.25897,0.13718,0.37743,96.4,1,0.49627,2817,2485,1628,0,40.67797,298.30509,0,0,27.11864,0
28031,343,55000,0.07549,0.12975,2.68,0.03447,0.46727,0.23234,0.23054,0.13287,0.30385,19.53406,77.8,0.99951,0.48751,2285,2062,18512,142,80.38337,890.91565,14.42778,16.4889,14.42778,1.03056
18013,569,114500,0.05289,0.12857,2.51,0.0127,0.46171,0.08636,0.08758,0.12355,0.09856,22.93922,87.5,0.99793,0.53854,2571,1959,18660,28.4,57.49816,552.91837,6.01725,0,24.73758,2.00575
18019,511,89900,0.06748,0.12311,2.45,0.01188,0.47806,0.18206,0.07964,0.28237,0.08889,109.79096,84,0.99896,0.4947,3183,3183,115875,66.6,77.95008,539.12016,10.3657,11.92056,9.32913,0.20731
21021,419,86400,0.05578,0.14059,2.38,0.03156,0.48056,0.17999,0.10806,0.28438,0.05991,62.77075,83,0.99931,0.45619,2129,2007,28899,65.2,81.23624,587.06719,9.74835,5.0547,14.80305,0.36105
21065,332,50200,0.06023,0.13471,2.48,0.04906,0.44231,0.17757,0.26158,0.23286,0.25982,26.87355,67.5,0.99983,0.34716,1527,1496,15662,83.4,84.27517,1416.34546,11.10603,0,131.96577,0
48087,293,35400,0.05926,0.21959,2.44,0.06769,0.43381,0.13865,0.18403,0.15903,0.04643,1.87527,65.5,0.99327,0.37274,3793,3903,5855,133.6,115.40861,561.44729,12.47661,0,15.59576,3.11915
48089,375,59200,0.06028,0.18592,2.56,0.06165,0.44355,0.15409,0.15552,0.18916,0.16488,9.79386,76.1,1,0.40966,2389,2328,25886,76,104.46297,469.83816,9.80873,19.12702,51.0054,0
17063,602,128600,0.06642,0.12274,2.6,0.02278,0.44709,0.11948,0.04758,0.26223,0.06928,35.81805,90.5,1,0.59068,3188,3360,81012,70,69.00227,265.35234,7.19329,7.19329,3.19702,2.9306
27081,326,43700,0.05506,0.24452,2.35,0.23052,0.46082,0.06831,0.09379,0.17187,0.03221,5.66635,88.6,1,0.48623,3098,3072,7641,34.4,115.10344,245.76139,7.77726,13.99907,34.21994,1.55545
13109,371,69000,0.0686,0.12587,2.62,0.02201,0.48996,0.2306,0.25603,0.24606,0.38142,23.69133,72.5,0.99719,0.36732,2704,2224,15202,94.2,84.80229,853.73988,9.52835,27.63221,18.10386,0.95284
48497,484,89100,0.06798,0.10612,2.77,0.05359,0.43093,0.10479,0.0961,0.16578,0.31691,21.27105,80.1,0.99869,0.42299,1905,1850,60717,71.2,65.37823,466.46035,8.81274,10.24737,13.73148,1.84453
2050,814,74900,0.10028,0.05192,3.73,0.00044,0.45982,0.20221,0.20205,0.31708,0.03258,0.12768,79.1,0.9955,0,2151,2406,0,144.8,23.7411,512.93265,167.43721,8.74672,978.38311,19.9925
13307,282,49300,0.07071,0.1477,2.62,0.06151,0.43286,0.22667,0.19205,0.14978,0.37489,5.32118,71.7,1,0.46485,3057,3068,4829,182.2,92.05021,665.27197,8.3682,0,29.2887,0
13169,447,91200,0.06549,0.10326,2.69,0.02551,0.47131,0.17224,0.10047,0.13223,0.3146,23.54794,82.7,0.99833,0.52616,1848,1773,30015,99.6,57.10902,607.89374,10.57574,6.76848,4.65333,0
13135,824,142100,0.08,0.0537,2.88,0.00006,0.44831,0.13342,0.05619,0.26599,0.02346,484.55619,87.6,0.99904,0.49328,2824,2669,1036658,64.2,27.22416,325.46631,10.17932,5.08116,5.03018,0.74773
55095,440,100200,0.05874,0.15119,2.51,0.05562,0.4621,0.10649,0.0699,0.15226,0.09788,23.03466,91.6,0.99921,0.54801,3459,3873,76066,87.6,71.39573,375.85614,6.53452,5.56645,19.36155,0.24202
55045,464,97700,0.06369,0.147,2.51,0.09017,0.47354,0.10798,0.05055,0.24953,0.04806,23.76411,90,0.99936,0.55084,3343,3563,56115,40.6,74.00363,296.31171,6.83568,9.2133,5.05246,0.59441
36079,913,206900,0.06915,0.09554,2.86,0.00044,0.45803,0.10747,0.04293,0.16609,0.00962,151.46143,93.5,0.99972,0.49344,3887,4040,254354,22.4,50.55094,345.8144,8.56442,2.6111,5.53554,0.94
51700,559,96400,0.07898,0.10077,2.5,0,0.47559,0.26906,0.13337,0.44758,0.02879,1085.32728,88.4,0.89428,0.45126,3230,3292,240745,116,61.78185,492.42298,15.59811,10.87982,8.04885,0.6106
8011,415,57200,0.05919,0.15905,2.53,0.09787,0.47199,0.16499,0.16472,0.27092,0.14624,1.56285,81.4,1,0.32011,5695,5595,7705,116,80.02668,716.90564,3.33445,6.66889,5.00167,0
40065,429,59600,0.08235,0.11913,2.61,0.01987,0.42732,0.1474,0.15746,0.34063,0.0707,15.41959,81.3,0.87523,0.31587,4107,4029,37982,64.8,74.54552,429.33999,13.0103,5.97771,3.86793,0.70326
30089,390,82900,0.04713,0.16857,2.35,0.0616,0.43943,0.10425,0.16985,0.19124,0.21476,1.90828,85.1,0.99909,0.57378,2348,2264,14210,120.2,75.2909,761.7092,7.82243,2.93341,71.37968,0.9778
48173,331,56400,0.07966,0.08962,2.91,0.21835,0.34461,0.03944,0.14723,0.23939,0.14546,0.73272,72.8,1,0.39616,6816,4467,3393,0,21.33713,320.0569,7.11238,0,0,0
5047,376,58500,0.06466,0.15762,2.51,0.05965,0.45687,0.12165,0.14985,0.19601,0.16135,12.58798,81.3,0.99963,0.36436,1766,1805,22690,76.8,90.59704,829.44122,48.39345,16.31872,28.69844,1.68814
40093,345,50400,0.05739,0.19417,2.44,0.12313,0.43021,0.0833,0.11809,0.16243,0.16525,3.69999,85.4,0.9992,0.46004,2666,3022,10169,157.8,99.40358,352.55136,6.62691,2.65076,2.65076,2.65076
47125,549,85100,0.08498,0.0779,2.7,0.00691,0.43655,0.16383,0.09633,0.33795,0.0715,96.73454,90.3,0.8263,0.41937,1942,2259,148491,76.4,44.37255,509.46812,13.8757,8.23638,9.1268,1.11302
53051,422,101100,0.0543,0.14917,2.51,0.02242,0.43095,0.11994,0.17857,0.15875,0.199,4.71909,86.6,1,0.55847,3701,3637,16535,86,69.04194,1077.39516,6.81896,3.40948,115.06989,0
38055,291,48400,0.04704,0.20406,2.4,0.12824,0.44408,0.07894,0.13221,0.12918,0.13887,2.49485,84.3,0.99722,0.50865,2221,2140,12670,85.6,107.39985,396.30545,6.44399,13.96198,19.33197,2.148
41027,538,152400,0.07354,0.12851,2.7,0.0658,0.44292,0.1229,0.13939,0.32566,0.14185,14.96698,83.3,0.99971,0.4816,3534,3513,37498,72.4,55.36231,413.50252,7.34898,17.63755,9.30871,0.48993
19197,350,52500,0.05693,0.21194,2.36,0.08149,0.45315,0.09368,0.06886,0.23373,0.01906,11.2946,87.4,0.99903,0.44614,3394,3118,22432,60.2,97.66988,287.42849,7.67406,2.09293,2.79057,1.39528
48419,327,55600,0.06985,0.16576,2.59,0.04738,0.43951,0.17866,0.1903,0.17449,0.3054,15.05459,74.4,0.99981,0.36553,1958,1960,36300,92.6,101.88709,780.60577,11.89344,21.40818,10.30764,0.39645
29055,387,66100,0.06512,0.15796,2.53,0.03302,0.45173,0.12575,0.16085,0.19078,0.17687,14.6124,76.7,1,0.44225,1243,1251,21395,38.4,86.82687,674.00456,11.84003,8.33187,17.9793,1.31556
51017,367,79700,0.04398,0.1672,2.34,0.03487,0.43103,0.11019,0.07666,0.14261,0.08736,5.44504,76.6,1,0.48178,3077,2652,8040,47.6,108.95404,515.05547,5.94295,0,31.69572,0
27111,391,84000,0.05471,0.18996,2.46,0.08646,0.45882,0.08714,0.09874,0.13372,0.11204,17.10453,87.4,0.99961,0.57186,3109,2898,63335,48,86.60054,398.18751,4.54872,10.14713,19.41951,0.52485
22075,521,110100,0.07389,0.09766,2.89,0.00774,0.42468,0.1876,0.17498,0.18166,0.31514,12.41001,79.8,0.97321,0.39052,4123,3760,38156,64.4,54.56516,585.26741,13.45442,11.95949,25.04018,0
28115,391,66400,0.0718,0.12812,2.62,0.02683,0.46662,0.15854,0.13657,0.20636,0.21847,21.74726,74.4,1,0.48148,1929,1777,27002,42.4,69.96932,636.08471,12.72169,1.1225,25.44339,0
22067,362,50400,0.07015,0.15106,2.64,0.01141,0.47781,0.27035,0.25937,0.25506,0.16018,16.00378,73.4,1,0.42552,3490,3379,36058,128,90.5838,750.45937,19.01937,3.22362,10.31559,0
21029,499,105100,0.07249,0.07826,2.75,0.00918,0.45286,0.13001,0.07848,0.15384,0.12612,77.43748,83,0.99337,0.50176,1369,1280,53053,55.8,46.21465,593.27846,10.12476,4.40917,17.79999,0
1047,350,64100,0.07366,0.13864,2.57,0.02049,0.48668,0.36225,0.30719,0.29912,0.19932,20.85224,75.3,0.99896,0.44974,2263,2040,57628,96,89.50717,1066.75294,21.13663,2.1568,9.7056,1.0784
48093,353,43600,0.06296,0.20312,2.48,0.09219,0.43398,0.11338,0.16883,0.18508,0.18649,7.57713,74.9,1,0.37195,3211,2880,16608,47.8,114.78682,617.42478,7.84258,2.13889,8.55554,2.13889
30053,374,82600,0.04974,0.15178,2.4,0.01359,0.46046,0.11303,0.18888,0.19519,0.22492,2.57953,84.8,0.99886,0.48983,2200,2264,22030,84.6,78.56877,915.75092,5.3087,3.71609,107.76663,0
27021,371,105900,0.05068,0.18044,2.45,0.04144,0.46882,0.11268,0.1344,0.07211,0.11966,10.55016,90.2,0.99904,0.60063,3699,3901,55130,71.6,76.24309,500.18416,5.52486,8.47146,41.62063,0
8007,627,167400,0.05365,0.11901,2.47,0.02405,0.46698,0.11316,0.11598,0.14858,0.14166,4.60073,90.8,1,0.66933,4177,2714,10452,51.8,39.4019,536.47202,583.95636,0,59.608,74.76258
28163,346,54700,0.07443,0.12434,2.81,0.01542,0.49866,0.32706,0.2918,0.28627,0.18512,10.89203,73.5,0.99914,0.40772,1738,1948,33130,135.6,85.26058,867.52638,23.09141,11.36808,24.86767,0
55087,534,106000,0.06911,0.10924,2.61,0.01617,0.46351,0.10867,0.04608,0.26671,0.01948,97.78243,91.8,0.99938,0.56882,3791,3975,352710,58.2,52.49393,240.85084,7.0199,14.41253,2.29855,0.74548
29107,426,74400,0.06092,0.1541,2.55,0.06663,0.46497,0.12941,0.08544,0.22587,0.12359,21.781,83.9,0.9973,0.50364,1790,1748,42858,63.6,90.41262,446.90534,8.19175,5.15777,8.79854,1.82039
37195,469,86400,0.06858,0.1288,2.51,0.01284,0.47847,0.23926,0.18054,0.36165,0.13593,82.80741,76.4,0.99831,0.50385,2826,2774,95963,111.6,78.84683,757.85081,14.08947,10.0252,11.37996,0.27095
39117,455,97400,0.06516,0.11458,2.72,0.06374,0.45588,0.10551,0.08916,0.1684,0.16255,29.86559,84.7,0.99969,0.52621,2833,3557,48852,76.2,59.75718,525.79992,9.80144,0.63235,27.82345,0.63235
30039,381,78300,0.04841,0.15901,2.33,0.12156,0.42336,0.11338,0.16678,0.14802,0.2107,1.20062,86.5,1,0.60707,3067,3615,5345,77,95.40636,537.10247,7.06714,10.60071,70.67138,3.53357
38031,342,55300,0.05321,0.21362,2.39,0.0995,0.46137,0.09593,0.09018,0.2203,0.08143,2.82273,87.8,1,0.43921,2752,2573,3780,64.6,140.99495,250.06651,10.64113,0,10.64113,2.66028
5033,405,71600,0.074,0.11272,2.68,0.01602,0.45538,0.14123,0.14085,0.22275,0.15496,35.80006,76.1,0.99843,0.3856,1795,1771,66880,91.4,68.92407,857.13749,14.83652,6.94875,25.35354,2.06584
48053,509,93600,0.06487,0.1794,2.53,0.04899,0.44416,0.11655,0.10584,0.17869,0.20021,15.99635,81.3,0.99877,0.49471,2210,2243,49429,66.8,80.53416,463.87677,7.90699,8.49269,11.71406,1.17141
29186,396,83700,0.06025,0.14528,2.66,0.05369,0.45735,0.1013,0.08048,0.14505,0.16351,15.95971,83.3,1,0.49462,2347,2563,14188,21.2,68.37799,525.16534,7.28618,8.96761,20.73759,1.12095
48179,403,36700,0.05861,0.18137,2.39,0.00976,0.42522,0.1307,0.12742,0.18794,0.05725,11.38342,78.9,1,0.35759,2138,1997,24948,83.2,95.40978,468.25536,12.75062,10.11256,7.91418,1.31903
17109,393,61200,0.04403,0.14134,2.28,0.04649,0.4885,0.12993,0.16884,0.34314,0.07788,22.55163,90.8,0.99861,0.39626,3348,3219,29302,62.4,72.91952,458.48145,4.8613,6.98812,10.93793,1.21533
19137,361,55900,0.06057,0.20262,2.36,0.074,0.48515,0.13072,0.08844,0.24356,0.05686,12.7371,88.3,0.99672,0.44933,4435,4577,20136,102.6,112.14001,411.18002,10.19455,6.79636,8.49546,1.69909
5067,339,45300,0.05712,0.16522,2.4,0.01385,0.4819,0.18923,0.15854,0.26647,0.11099,12.5584,71.9,0.99973,0.30307,1769,1732,17157,47.2,110.21827,885.54675,5.97242,9.77305,4.88652,0.54295
48229,317,30500,0.08612,0.09898,3.03,0.02781,0.40798,0.14727,0.35287,0.14072,0.36098,0.32181,55.3,1,0.26854,4773,4350,7991,121.8,26.91388,702.7512,8.97129,32.89474,146.5311,0
22079,434,74000,0.07055,0.13054,2.56,0.01126,0.47875,0.23883,0.19865,0.28946,0.13623,39.34701,81.6,0.99508,0.4553,2439,2601,176247,118.8,81.21136,810.76803,15.98898,8.70687,10.28994,0.23746
31111,427,78200,0.06604,0.15139,2.41,0.04519,0.45658,0.11901,0.09543,0.28125,0.10215,6.02111,92,0.9987,0.47,3479,3470,69981,59,76.23008,448.14045,10.10626,11.55001,5.48626,0
48067,356,53300,0.06009,0.1757,2.46,0.0271,0.44703,0.17152,0.17389,0.18762,0.19402,14.81837,82.4,0.9996,0.38919,2931,2638,42258,127.8,92.97589,749.72074,7.88488,1.97122,51.58026,0
47079,403,75800,0.05698,0.18155,2.35,0.04098,0.45991,0.16234,0.14025,0.18672,0.25204,28.09963,80.7,0.99712,0.43532,3209,3295,37086,114.4,115.37844,715.41057,11.24859,12.85554,14.14109,0.32139
51840,547,108900,0.06072,0.14547,2.28,0,0.46028,0.208,0.12682,0.51327,0.00605,1134.72669,78.1,0.99648,0.42934,3880,3913,32944,66.4,86.91965,466.82213,11.87195,10.17596,3.39199,1.272
37061,399,74800,0.07356,0.12873,2.63,0.02966,0.4499,0.19905,0.1922,0.22329,0.3329,25.09386,67.7,0.99752,0.40568,2594,2387,65446,89,80.30491,788.78177,12.02536,21.40106,30.98058,0
37087,455,99100,0.05252,0.19011,2.3,0.0156,0.46227,0.13713,0.11312,0.18265,0.18212,51.7285,83.4,0.99976,0.51944,2794,2776,69973,59.4,89.94503,627.2093,8.14317,8.51332,12.76997,0.18507
27037,722,152400,0.07751,0.07375,2.7,0.00461,0.47743,0.12744,0.03584,0.21331,0.0285,234.82215,94.5,0.99769,0.63352,3249,3317,592186,47.8,31.44106,229.78107,7.95158,17.27994,5.5633,0.19668
41025,453,73300,0.05704,0.14995,2.45,0.1259,0.43665,0.09838,0.115,0.23493,0.2505,0.34862,89.7,1,0.48403,4851,4839,16819,80.8,77.53976,683.40124,9.19963,0,24.97043,0
55001,443,83600,0.0479,0.20936,2.33,0.03755,0.46233,0.09663,0.10234,0.08221,0.26538,21.8035,84.2,1,0.53564,2692,2676,19315,62.8,89.57786,712.33171,7.50952,1.07279,21.99217,0
29045,316,51300,0.06149,0.16721,2.46,0.15952,0.45792,0.10053,0.13795,0.18346,0.19811,6.86563,85.3,0.99918,0.46602,2374,2386,9298,43,94.39051,524.54153,10.78749,18.8781,37.7562,4.04531
21015,596,131800,0.07965,0.08072,2.73,0.01311,0.45705,0.13066,0.05565,0.24125,0.07211,135.43003,90.3,0.99968,0.59047,2192,2068,79853,67.8,45.35358,402.13511,9.53588,5.93085,8.14039,0.58146
21229,352,72000,0.05817,0.1496,2.57,0.16444,0.44331,0.13676,0.13137,0.18164,0.14509,15.11028,76.9,0.99568,0.48324,1699,1654,10269,15.6,82.44778,653.16966,6.41261,4.58043,39.39172,0
22009,320,54800,0.0682,0.13681,2.6,0.02102,0.47452,0.21882,0.2396,0.22726,0.13562,19.91255,68.5,0.99838,0.40833,2015,2050,41532,76.4,90.16176,794.0985,16.8752,8.19652,15.18768,0
28137,410,80000,0.06859,0.11411,2.74,0.04249,0.45174,0.20435,0.12956,0.20526,0.21734,23.12599,77.5,0.99681,0.50367,3206,2934,58069,103.2,67.40244,667.71778,14.58416,5.9125,25.22665,0
29227,258,27200,0.05542,0.2225,2.31,0.20697,0.44503,0.11521,0.14022,0.18956,0.09639,4.67132,84.8,1,0.49286,2552,2616,3039,142.8,121.74643,465.99496,4.19815,0,8.39631,0
31163,350,38000,0.05184,0.23147,2.34,0.20012,0.4635,0.08449,0.12598,0.15171,0.12996,3.25004,88.5,1,0.47378,2658,2791,5248,121.6,99.45751,388.78843,3.01386,0,30.13864,0
46021,279,27400,0.05219,0.2211,2.43,0.289,0.43831,0.0374,0.14085,0.1341,0.12994,1.30744,84.5,1,0.47924,2436,2381,2235,0,61.7284,274.97194,5.61167,0,0,0
46063,318,47100,0.04213,0.13378,2.5,0.39985,0.41763,0.07932,0.20473,0.17289,0.17164,0.30107,89.5,1,0.5425,3476,3493,2334,0,59.12786,96.08278,0,0,14.78197,0
26057,424,75300,0.0591,0.13534,2.57,0.06631,0.46785,0.1421,0.09074,0.20837,0.1193,27.21485,86.1,0.99942,0.41949,2413,2453,61001,56,82.53518,464.23082,8.51366,8.75015,5.20279,4.25683
19175,344,55600,0.0589,0.18661,2.29,0.08043,0.47876,0.12522,0.11146,0.25897,0.05286,13.32972,89.7,1,0.48046,5157,4818,25382,104.8,105.61378,361.52409,9.74896,6.49931,11.37379,3.24966
17127,373,63300,0.062,0.17809,2.37,0.04116,0.47153,0.14498,0.13192,0.19307,0.19666,29.0776,83.2,1,0.47398,3830,3606,22985,45.2,118.72568,694.54522,7.25546,9.23422,23.74514,0
31113,340,51700,0.05168,0.17571,2.45,0.36563,0.42821,0.0524,0.10465,0.23316,0.06995,0.67639,97.8,1,0.53747,3704,3344,1818,166.6,51.67959,361.75711,0,0,0,0
31121,401,62700,0.06363,0.17516,2.51,0.1236,0.45101,0.08969,0.08691,0.22746,0.11592,7.52557,91,1,0.41821,3935,2941,9054,89.4,80.44856,352.26719,8.53242,10.97026,17.06485,0
31161,369,41700,0.05792,0.21668,2.38,0.19555,0.46149,0.11741,0.12907,0.25191,0.11517,1.23431,90.2,1,0.39723,4611,4827,9209,79.4,90.35173,290.41626,4.84027,9.68054,6.4537,4.84027
21039,273,49400,0.05943,0.18277,2.4,0.08428,0.4293,0.13079,0.12914,0.14337,0.21044,12.93574,77.5,1,0.48907,1396,1358,5010,72,108.39096,624.1824,5.60643,35.50738,3.73762,1.86881
56025,409,84600,0.06466,0.12661,2.42,0.00565,0.46698,0.16093,0.11566,0.27036,0.12677,5.59601,92,0.99838,0.50001,3434,3526,124306,46.8,60.27084,470.29294,10.22049,10.972,17.58526,1.20241
13321,367,68000,0.0696,0.11968,2.68,0.03555,0.47033,0.20738,0.18437,0.21209,0.37585,15.94791,73.5,0.99752,0.38103,2165,2212,31475,71.8,72.83653,626.39414,10.47025,30.95552,11.38071,0
18109,531,116200,0.07204,0.10646,2.7,0.01452,0.44253,0.10986,0.06548,0.19137,0.09009,63.73902,84.5,0.99902,0.43202,2351,2241,77986,57,58.78031,379.52286,12.14593,4.19859,12.89568,0.5998
48139,584,91400,0.07582,0.09237,2.96,0.01519,0.4542,0.13668,0.08442,0.22528,0.14144,41.56887,81.9,0.99963,0.48359,2202,2403,203478,69,55.85489,399.33549,11.04526,4.75934,15.8046,0.80819
13229,328,64300,0.06696,0.12171,2.61,0.04195,0.44678,0.15522,0.18221,0.1722,0.34083,19.57465,76.1,0.99753,0.43432,2073,1941,22220,60.6,85.69967,968.27833,8.9537,3.19775,1.2791,0
18053,428,68500,0.0593,0.14993,2.43,0.01604,0.4823,0.16682,0.11051,0.24807,0.07844,73.81108,83,0.99916,0.35828,2220,2286,89745,90.6,85.01015,623.40776,10.62627,8.85522,5.85807,2.04351
12035,698,116200,0.0413,0.28634,2.32,0.00333,0.47387,0.11025,0.08603,0.13897,0.09574,50.4165,89.4,0.99903,0.98393,2079,2096,59305,73.8,96.52432,570.51694,5.81955,17.86001,3.41146,1.60539
28077,351,56400,0.06788,0.13283,2.61,0.04533,0.44705,0.19328,0.19445,0.13994,0.24842,13.20856,77.6,0.99543,0.52866,2051,2006,13807,84.4,85.23156,930.00453,11.31392,6.03409,15.08523,0.75426
22127,341,43000,0.06286,0.14005,2.55,0.00568,0.44742,0.21488,0.19255,0.19928,0.23114,7.89277,72.4,1,0.40085,1830,1915,21350,97.6,91.74855,700.24861,13.6143,2.95963,8.28697,0
17073,419,77700,0.05978,0.16349,2.51,0.05116,0.46341,0.1128,0.07915,0.20052,0.0354,25.83788,87.3,0.99916,0.48579,2757,2912,62306,80.6,80.55664,324.9706,6.66405,6.07605,6.07605,0.196
41041,575,148800,0.04886,0.19528,2.27,0.01124,0.47773,0.15836,0.13678,0.24627,0.16304,27.4498,90,0.99715,0.53709,4226,4693,51361,106.8,93.07763,637.37944,5.17098,4.27168,21.58322,1.12413
23031,568,122600,0.05899,0.13617,2.47,0.0068,0.47565,0.13877,0.08034,0.21655,0.07416,95.09749,90,0.99405,0.58456,2426,2243,265755,51.8,67.31212,440.87565,5.83693,5.56918,13.49455,6.64018
46029,401,84200,0.07109,0.14106,2.46,0.05321,0.47009,0.1218,0.08935,0.27287,0.10924,16.4672,87.6,0.99856,0.47052,2546,2376,38108,34.4,69.50612,273.77689,9.26748,8.49519,6.95061,1.15844
13231,470,103000,0.07006,0.10871,2.81,0.03061,0.4566,0.1321,0.09315,0.17265,0.17463,23.20832,82.7,0.99893,0.59928,1688,1655,16048,31.4,67.21216,550.84746,10.9585,19.72531,12.41964,0
13259,245,44000,0.06436,0.18526,2.48,0.03351,0.49315,0.34396,0.20887,0.23067,0.31478,5.13189,68.8,1,0.4008,2435,2755,7750,218.2,106.62605,925.36177,17.13633,5.71211,74.25743,0
34025,759,203100,0.06864,0.12502,2.7,0.00149,0.45081,0.14015,0.06215,0.23632,0.01334,510.41234,90.8,0.99167,0.50807,3906,3964,1379475,42.2,69.86824,344.69309,9.9301,7.03721,5.76953,2.77913
5021,320,39600,0.05986,0.19354,2.35,0.05571,0.47338,0.12525,0.1727,0.21911,0.10991,13.29266,71.5,1,0.31297,1946,1873,15646,83.8,115.28196,801.86268,12.49361,7.38259,12.49361,0.56789
5045,499,92900,0.06869,0.09493,2.57,0.01173,0.46955,0.14474,0.12013,0.2897,0.19108,53.36279,87.2,0.99803,0.47875,1844,1674,86045,68,38.83089,518.98528,2.67398,4.18537,12.43984,0.46504
40041,390,81900,0.06117,0.17534,2.46,0.04893,0.45334,0.12288,0.18044,0.13872,0.32831,30.09519,82.7,0.99962,0.41433,1524,1559,43571,67,97.36494,840.41319,8.63069,9.70952,31.82566,1.34855
19107,372,51900,0.05947,0.20184,2.45,0.12658,0.45995,0.09451,0.09886,0.19489,0.06862,8.65519,88,0.99892,0.47035,2934,2788,17400,15.8,92.98246,343.85965,6.14035,3.50877,26.31579,0.87719
17061,369,47900,0.06212,0.17506,2.51,0.08428,0.45606,0.13046,0.12072,0.21684,0.11545,11.65921,83.6,0.9991,0.3934,2055,2272,19011,23.2,102.97405,615.13448,6.77461,3.3873,10.83937,0.67746
27075,435,71300,0.05109,0.19995,2.32,0.0038,0.45821,0.09742,0.07198,0.10877,0.06637,3.25845,92.5,0.99909,0.63022,4580,4698,15740,122.4,85.00633,321.93887,3.61729,0,64.20691,0
13285,482,83700,0.07241,0.12591,2.61,0.0083,0.48208,0.25098,0.14446,0.32694,0.11174,57.5598,78.2,0.99915,0.44281,3178,3234,97783,93.6,85.57478,633.89986,14.97133,10.71811,20.41545,0.34026
6023,537,133500,0.05632,0.12469,2.39,0.01004,0.47619,0.19651,0.19016,0.38818,0.09803,15.65071,89.9,0.99791,0.5037,4073,4093,230716,65.6,70.74092,782.73447,1.42272,11.77698,24.97668,0
47043,506,96200,0.06894,0.11746,2.59,0.03828,0.45731,0.15614,0.10043,0.22335,0.1718,35.95648,80.4,0.9982,0.45229,2106,2410,57918,60.6,70.67383,603.85578,10.89072,5.79294,6.71981,0.46344
27003,649,131300,0.07589,0.07073,2.77,0.00201,0.47112,0.1312,0.04149,0.16364,0.04588,255.16631,92.3,0.99911,0.61132,3222,3256,562909,43.8,32.20569,266.09949,8.42045,14.6603,8.05142,0.33548
46009,300,46100,0.04945,0.2084,2.38,0.20565,0.45501,0.07559,0.11047,0.21151,0.05487,5.33781,87.9,0.99937,0.43733,2556,2408,9320,0,88.15427,196.9697,4.13223,8.26446,30.30303,1.37741
47059,377,80400,0.05775,0.14809,2.38,0.06041,0.46134,0.15389,0.1413,0.21408,0.22254,45.22511,75.4,0.9986,0.39215,1536,1955,73484,83.8,84.88452,813.71505,9.06071,15.10118,20.34685,0.63584
51183,434,71600,0.04607,0.13396,2.41,0.02847,0.48013,0.27813,0.12772,0.27015,0.23985,9.48179,69.9,0.99911,0.4289,2178,2327,18963,116,83.97313,588.61164,9.59693,2.39923,31.98976,0
18141,535,85700,0.07032,0.13594,2.5,0.00743,0.4724,0.18723,0.09876,0.26678,0.02297,233.99003,86.1,0.99938,0.44581,2991,3158,376113,78.6,72.97813,407.02819,11.10864,7.00409,7.30535,3.16314
38067,361,55100,0.05032,0.19499,2.38,0.06488,0.44079,0.07992,0.08958,0.18566,0.10547,3.67821,84.8,0.99456,0.38521,2601,2618,12404,51,86.19686,351.77635,8.15376,9.31858,4.65929,0
46007,358,36500,0.0887,0.11136,3.14,0.0859,0.51951,0.23932,0.38249,0.35916,0.1698,1.07822,74.7,1,0.338,3734,3762,6613,25,75.54561,677.11248,5.59597,5.59597,78.34359,0
